pdbId	chainIds1	chainIds2	scopes1	scopes2
2fpg	A	B	c.2.1.8:c.23.4.1	c.23.4.1:d.142.1.4
1w1w	B	F	c.37.1.12	a.4.5.57
4wwr	A	B	0.0.0.0	0.0.0.0
1tgz	A	B	d.3.1.7	d.15.1.1
4orc	B	A	a.39.1.5	0.0.0.0
1gl0	I	E	g.4.1.1	b.47.1.2
4l79	B	A	a.39.1.5	0.0.0.0
3zdl	A	B	0.0.0.0	0.0.0.0
2wjv	D	A	0.0.0.0	0.0.0.0
2cmy	B	A	g.2.4.1	b.47.1.2
3h2u	B	A	0.0.0.0	a.24.9.1
3dgc	R	L	0.0.0.0	a.26.1.3
3aon	B	A	0.0.0.0	h.4.20.0
2aus	C	D	b.122.1.0:d.265.1.0	g.41.16.1
4r40	B	A	d.79.7.1	b.68.4.1:c.51.2.0
4lws	A	B	0.0.0.0	0.0.0.0
1ycs	B	A	b.34.2.1:d.211.1.1	b.2.5.2
3kjl	E	A	0.0.0.0	a.301.1.1
5xns	C	A	0.0.0.0	0.0.0.0
4zkc	A	B	0.0.0.0	d.9.1.1
1nmu	A	B	c.94.1.1	d.79.3.1
1wrd	B	A	d.15.1.1	a.7.8.1
4ap2	A	B	0.0.0.0	a.118.17.0
3njp	D	B	0.0.0.0	0.0.0.0
3egv	A	B	c.66.1.39	d.47.1.1
4oy2	A	B	0.0.0.0	0.0.0.0
1kxt	B	A	b.1.1.1	b.71.1.1:c.1.8.1
1zc4	D	A	b.55.1.1	c.37.1.8
5aby	B	A	0.0.0.0	d.86.1.0
2wwm	T	O	b.1.1.0	0.0.0.0
2pyf	A	B	b.1.1.0:b.1.1.2	b.1.1.1:b.1.1.2
4kfz	A	C	0.0.0.0	b.1.1.1
4yon	B	A	c.37.1.8	0.0.0.0
3n7r	D	A	0.0.0.0	0.0.0.0
5vxz	C	A	0.0.0.0	0.0.0.0
1go3	F	E	a.60.8.2	b.40.4.5:d.230.1.1
4cmm	B	A	0.0.0.0	b.1.1.0
3w31	B	A	d.20.1.1	0.0.0.0
2iyd	B	A	d.15.1.1	0.0.0.0
3tgx	B	A	a.26.1.2	0.0.0.0
5jks	D	B	0.0.0.0	0.0.0.0
2nw2	B	A	b.1.1.0:b.1.1.0	b.1.1.0:b.1.1.2
1gh6	A	B	a.2.3.1	a.74.1.3:a.74.1.3
3o5a	B	A	0.0.0.0	b.52.2.0:c.81.1.1
5j26	A	B	b.34.9.1:b.34.9.1	d.15.1.1
3kld	B	A	b.74.1.0	0.0.0.0
5vxj	B	A	b.1.1.1	a.250.1.1
4lqs	B	A	0.0.0.0	0.0.0.0
4ocy	L	H	b.1.1.1:b.1.1.2	0.0.0.0
4yxc	A	B	0.0.0.0	0.0.0.0
4g01	A	B	0.0.0.0	c.37.1.8
1jeq	A	B	a.140.2.1:b.131.1.1:c.62.1.3	b.131.1.2:c.62.1.4
5d6j	B	A	d.15.1.1	0.0.0.0
4o9t	B	A	0.0.0.0	0.0.0.0
3mv3	A	B	0.0.0.0	0.0.0.0
4lv8	B	A	c.37.1.8	0.0.0.0
3tac	B	A	0.0.0.0	0.0.0.0
5n88	E	H	a.48.4.1	b.1.1.1
5ky4	B	A	g.3.11.0	0.0.0.0
1cgi	I	E	g.68.1.1	b.47.1.2
1g8j	A	B	b.52.2.2:c.81.1.1	b.33.1.1
4kha	A	B	0.0.0.0	a.22.1.1
3nv0	B	A	d.17.4.0	0.0.0.0
3dge	A	C	a.30.2.0:d.122.1.3	c.23.1.0
4qo1	A	B	b.1.1.1	b.2.5.2
4qnh	R	B	a.39.1.5	f.15.1.1
3qku	A	C	0.0.0.0	0.0.0.0
4etw	B	A	a.28.1.1	c.69.1.26
1ay7	A	B	d.1.1.2	c.9.1.1
4k5a	B	A	0.0.0.0	0.0.0.0
3ajb	B	A	0.0.0.0	0.0.0.0
1s0w	C	A	d.98.1.1	e.3.1.1
3qsk	B	A	b.1.1.1	d.5.1.1
3cqg	A	B	0.0.0.0	0.0.0.0
3aaa	A	B	e.43.1.1	e.43.1.2
4ml7	A	B	d.2.1.2	0.0.0.0
3mlq	E	A	0.0.0.0	0.0.0.0
4dhi	B	D	d.3.1.0	d.20.1.1
3dom	A	B	0.0.0.0	d.295.1.0
4cbw	A	G	0.0.0.0	0.0.0.0
5aek	U	V	d.3.1.7	d.15.1.0
4ii5	A	B	d.144.1.7	a.74.1.1:a.74.1.1
3u7u	C	I	0.0.0.0	0.0.0.0
2hqs	H	A	d.79.7.1	b.68.4.1:c.51.2.1
3f6q	A	B	d.211.1.0	0.0.0.0
3oux	A	B	a.118.1.1	0.0.0.0
5lz6	B	A	0.0.0.0	0.0.0.0
4c57	C	A	0.0.0.0	0.0.0.0
5f7l	A	B	0.0.0.0	b.1.1.1
5chv	C	A	d.15.1.0:d.15.1.0	d.3.1.0
4did	B	A	0.0.0.0	c.37.1.8
4xvp	A	D	0.0.0.0	0.0.0.0
4llu	A	B	0.0.0.0	b.1.1.0:b.1.1.0
3pv6	B	A	0.0.0.0	0.0.0.0
2uzx	B	A	0.0.0.0	b.1.18.0:c.10.2.1
1fc2	D	C	b.1.1.2:b.1.1.2	a.8.1.1
2a78	A	B	c.37.1.8	d.166.1.1
2f49	A	C	d.144.1.0	0.0.0.0
1re0	A	B	c.37.1.8	a.118.3.1
1z5y	D	E	b.1.17.1	c.47.1.10
5knh	I	D	0.0.0.0	0.0.0.0
5mad	A	B	0.0.0.0	0.0.0.0
4bh6	L	D	0.0.0.0	b.69.4.0
5vip	B	A	0.0.0.0	0.0.0.0
4x33	A	B	0.0.0.0	0.0.0.0
3ocd	A	B	0.0.0.0	0.0.0.0
1f34	A	B	b.50.1.2	d.62.1.1
5imt	D	A	g.7.1.3	f.9.1.0
3r07	C	A	0.0.0.0	d.104.1.3
2c1m	B	A	0.0.0.0	a.118.1.1
4afs	C	A	0.0.0.0	0.0.0.0
4s1z	A	G	d.15.1.1	0.0.0.0
4gf3	A	B	d.198.1.1	0.0.0.0
4dx0	A	P	0.0.0.0	0.0.0.0
5l8h	A	B	d.3.1.0	d.15.1.1
4w2q	B	A	0.0.0.0	0.0.0.0
3our	B	A	b.84.3.1	0.0.0.0
4ui1	A	D	g.17.1.2	0.0.0.0
4c59	A	B	0.0.0.0	0.0.0.0
4tpi	Z	I	b.47.1.2	g.8.1.1
5lwf	A	C	e.3.1.1	b.1.1.1
3nyb	A	B	0.0.0.0	0.0.0.0
3kbt	D	A	0.0.0.0	0.0.0.0
6alx	C	A	0.0.0.0	0.0.0.0
4bx9	C	A	0.0.0.0	0.0.0.0
4ydo	A	B	a.118.6.0	0.0.0.0
5yh3	C	A	0.0.0.0	0.0.0.0
3jvg	A	C	b.1.1.0:d.19.1.0	b.1.1.0
2dwz	A	B	d.211.1.1	0.0.0.0
2i3t	B	A	0.0.0.0	b.69.4.2
3a59	B	A	0.0.0.0	0.0.0.0
4x5x	A	B	0.0.0.0	0.0.0.0
4k3e	L	H	b.1.1.0:b.1.1.0	0.0.0.0
4w4k	B	A	a.25.4.2	a.25.4.1
3mzw	B	A	0.0.0.0	0.0.0.0
4yc7	B	A	0.0.0.0	c.37.1.8
1he8	A	B	a.118.1.6:b.7.1.1:d.144.1.4:d.15.1.5	c.37.1.8
6b8l	A	B	0.0.0.0	a.39.1.5
4nqd	E	D	b.1.1.0:b.1.1.0	b.1.1.0
2cnw	D	A	a.24.13.0:c.37.1.10	a.24.13.1:c.37.1.10
3ptf	A	C	d.20.1.1	d.15.1.1
5lxv	B	A	0.0.0.0	b.2.2.0
4bnr	J	B	g.8.1.0	b.47.1.2
3kfq	A	D	d.3.1.1	d.17.1.2
4pbv	C	A	b.1.1.0:b.1.1.0	0.0.0.0
4qlp	B	A	0.0.0.0	0.0.0.0
1hh4	D	A	b.1.18.8	c.37.1.8
4uae	F	A	d.361.1.1	a.118.1.0
1ibr	B	A	a.118.1.1	c.37.1.8
4a11	A	B	0.0.0.0	0.0.0.0
4fhb	A	D	c.71.1.1	b.1.1.1
4ux3	B	A	0.0.0.0	0.0.0.0
3pnt	B	A	0.0.0.0	0.0.0.0
4yeb	A	B	0.0.0.0	0.0.0.0
4hpm	A	B	0.0.0.0	0.0.0.0
1jiw	I	P	b.61.2.1	b.80.7.1:d.92.1.6
3gj6	B	A	0.0.0.0	c.37.1.8
5vbn	B	A	0.0.0.0	0.0.0.0
2vrw	B	A	0.0.0.0	c.37.1.8
4wjk	B	A	0.0.0.0	b.69.8.0
3oz9	L	H	b.1.1.0:b.1.1.2	0.0.0.0
1acb	E	I	b.47.1.2	d.40.1.1
3mfg	B	A	b.1.1.0	b.40.2.2:d.15.6.1
1t0f	C	A	0.0.0.0	a.4.5.27:c.52.1.16
5dc9	B	A	b.1.2.0	d.93.1.1
5nqg	B	A	0.0.0.0	0.0.0.0
3ogm	H	G	0.0.0.0	0.0.0.0
2qkl	A	B	0.0.0.0	a.242.1.1
4tpr	H	L	0.0.0.0	b.1.1.1:b.1.1.2
2p7v	B	A	a.4.13.2	0.0.0.0
5ixm	A	B	0.0.0.0	0.0.0.0
4h6j	B	A	d.110.3.0	d.110.3.7
1yvb	I	A	d.17.1.2	d.3.1.1
4fgi	B	A	0.0.0.0	0.0.0.0
3zuv	B	A	0.0.0.0	0.0.0.0
1x3w	B	A	a.189.1.1	d.3.1.4
5oqr	B	D	0.0.0.0	0.0.0.0
1ka9	H	F	c.23.16.1	c.1.2.1
3hzh	A	B	c.23.1.0	0.0.0.0
3gfu	C	D	0.0.0.0	0.0.0.0
1jqj	C	A	a.80.1.1:c.37.1.20	d.131.1.1:d.131.1.1:d.131.1.1
5tuu	B	A	0.0.0.0	0.0.0.0
4noo	A	B	0.0.0.0	0.0.0.0
3tgo	C	A	0.0.0.0	0.0.0.0
2vn5	A	B	b.2.2.2	a.139.1.0
5v8w	B	A	0.0.0.0	0.0.0.0
4z80	A	C	0.0.0.0	0.0.0.0
5c50	A	B	0.0.0.0	0.0.0.0
5kp6	B	A	0.0.0.0	0.0.0.0
5wsu	C	A	0.0.0.0	a.39.1.5
1oxb	A	B	a.24.10.2	c.23.1.1
4ora	B	A	a.39.1.5	d.159.1.3
5ky3	B	A	g.3.11.1	0.0.0.0
5wuj	A	B	0.0.0.0	0.0.0.0
4xlg	A	B	0.0.0.0	0.0.0.0
5l3s	B	A	0.0.0.0	a.24.13.0:c.37.1.10
5mbm	C	A	0.0.0.0	0.0.0.0
3esw	B	A	0.0.0.0	0.0.0.0
1us7	B	A	a.205.1.1	d.122.1.1
1eaw	A	B	b.47.1.2	g.8.1.1
1gxd	A	C	a.20.1.2:b.66.1.1:d.92.1.11:g.14.1.2:g.14.1.2:g.14.1.2	b.40.3.1
4ic7	A	B	d.144.1.0	0.0.0.0
4yiz	B	A	0.0.0.0	0.0.0.0
1c9t	G	A	g.3.15.1	b.47.1.2
3rj3	D	A	0.0.0.0	a.102.4.4
5hzk	A	B	0.0.0.0	0.0.0.0
4g6v	A	B	0.0.0.0	0.0.0.0
3a7a	A	B	d.104.1.3:d.224.1.3	b.84.1.1
3wdg	A	B	c.18.1.0	0.0.0.0
2e33	B	A	d.5.1.1	b.18.1.21
3rzw	A	D	b.1.2.0	d.15.1.1
5jsb	B	A	0.0.0.0	0.0.0.0
4ged	A	B	0.0.0.0	a.3.1.1
2hzm	B	A	0.0.0.0	0.0.0.0
6blq	B	A	0.0.0.0	b.1.1.2
2v3b	A	B	0.0.0.0	g.41.5.1
2ckh	B	A	d.15.1.1	d.3.1.7
6g8r	B	A	0.0.0.0	b.1.1.0:b.1.1.0
5hvq	D	C	0.0.0.0	0.0.0.0
3rbb	B	A	b.34.2.0	d.102.1.1
3bg0	C	D	0.0.0.0	0.0.0.0
4i6n	B	A	d.15.1.1	d.3.1.0
3vyr	B	A	0.0.0.0	b.40.14.1
1k9o	I	E	e.1.1.1	b.47.1.2
3pzd	B	A	0.0.0.0	0.0.0.0
1f5q	B	A	a.74.1.1:a.74.1.1	d.144.1.7
4n1h	A	B	e.3.1.1	b.1.1.1
1wmi	B	A	a.137.13.1	d.298.1.2
6ao5	A	B	0.0.0.0	0.0.0.0
4hum	A	B	0.0.0.0	0.0.0.0
1e96	B	A	a.118.8.1	c.37.1.8
5mvv	A	G	c.55.1.0:c.55.1.1	d.109.1.1
4g3x	B	A	0.0.0.0	0.0.0.0
2b5l	C	A	d.384.1.1	a.297.1.1:b.69.4.3:b.69.4.3:b.69.4.3
3bkc	L	H	b.1.1.0:b.1.1.0	b.1.1.2
1lfd	A	B	d.15.1.5	c.37.1.8
5he9	E	A	0.0.0.0	0.0.0.0
3gty	X	S	0.0.0.0	0.0.0.0
2wbw	A	B	b.21.1.1	b.1.1.1
4ah2	B	A	0.0.0.0	b.1.1.0:d.19.1.0
5o9e	A	B	0.0.0.0	0.0.0.0
2wdt	D	A	d.15.1.1	d.3.1.0
1xtg	B	A	h.1.15.1	d.92.1.7
5mg8	A	B	0.0.0.0	0.0.0.0
4hg6	A	B	0.0.0.0	0.0.0.0
3bh6	B	A	0.0.0.0	c.37.1.8
1h31	A	B	a.3.1.8:a.3.1.8	a.3.1.1
1bun	A	B	a.133.1.2	g.8.1.1
5czf	A	D	0.0.0.0	0.0.0.0
4qjf	A	B	0.0.0.0	0.0.0.0
1h0h	B	A	d.58.1.5	b.52.2.2:c.81.1.1
5eql	A	B	0.0.0.0	0.0.0.0
4qpl	B	A	d.20.1.1	0.0.0.0
4clq	A	B	0.0.0.0	0.0.0.0
2w2x	D	A	0.0.0.0	c.37.1.8
4ct6	A	B	0.0.0.0	0.0.0.0
3d87	C	D	0.0.0.0	b.1.1.4:b.1.2.1:b.1.2.1
2g45	B	A	d.15.1.1	g.44.1.5
4d0l	A	B	0.0.0.0	c.37.1.0
5m4y	A	B	a.47.2.1	0.0.0.0
3dra	A	B	0.0.0.0	0.0.0.0
4gux	D	A	g.3.2.1	0.0.0.0
4moy	B	A	0.0.0.0	d.159.1.3
1uuz	D	A	d.2.1.2	d.233.1.1
1y56	B	A	0.0.0.0	0.0.0.0
2xjz	A	I	0.0.0.0	0.0.0.0
1kps	A	B	d.20.1.1	a.118.12.1
5dmk	A	B	b.1.1.2:d.19.1.1	0.0.0.0
2y9p	B	A	0.0.0.0	0.0.0.0
3cjq	A	B	c.66.1.39	a.4.7.1:d.47.1.1
5aie	A	B	g.44.1.1	d.20.1.1
1ory	B	A	0.0.0.0	a.24.19.1
1tfx	A	C	b.47.1.2	g.8.1.1
1bzx	E	I	b.47.1.2	g.8.1.1
4dt1	B	A	0.0.0.0	0.0.0.0
2bh1	X	A	d.52.10.1	c.55.1.0:c.55.1.11
4cj2	C	B	b.34.13.1	d.2.1.2
2v1y	B	A	h.4.21.1	0.0.0.0
6bc0	A	F	0.0.0.0	c.37.1.8
2o3b	B	A	d.221.1.1	d.4.1.2
2v6x	A	B	a.7.14.0	0.0.0.0
7cei	A	B	a.28.2.1	d.4.1.1
3r84	U	V	0.0.0.0	0.0.0.0
1v5i	A	B	c.41.1.1	d.58.3.2
3i3t	A	B	d.3.1.0	d.15.1.1
3tad	A	C	0.0.0.0	0.0.0.0
4zi2	A	C	c.37.1.8	0.0.0.0
1qbk	C	B	c.37.1.8	a.118.1.1
1kfx	S	L	a.39.1.8	a.39.1.8:b.14.1.1:d.3.1.3
3k8p	C	D	0.0.0.0	0.0.0.0
3cjt	B	A	a.4.7.1:d.47.1.1	0.0.0.0
2bcx	A	B	a.39.1.5	0.0.0.0
4rv0	A	B	b.52.2.0:d.31.1.0	0.0.0.0
5iv8	A	B	0.0.0.0	0.0.0.0
5dmr	B	A	0.0.0.0	c.55.3.0
4kum	A	B	0.0.0.0	0.0.0.0
2d7c	C	A	h.1.31.1	c.37.1.8
2o8v	A	B	0.0.0.0	c.47.1.1
1a6z	B	A	b.1.1.2	b.1.1.2:d.19.1.1
3buz	B	A	c.55.1.1:c.55.1.1	d.166.1.1:d.166.1.1
4zdt	B	A	0.0.0.0	0.0.0.0
2xhe	B	A	0.0.0.0	0.0.0.0
5wxl	B	A	0.0.0.0	0.0.0.0
3e1z	B	A	d.3.1.1	b.1.26.1
1a22	A	B	a.26.1.1	b.1.2.1:b.1.2.1
1wr6	A	E	a.7.8.1	d.15.1.1
3gfk	B	A	a.60.3.1	c.47.1.12
1uad	A	C	c.37.1.8	b.1.18.18
4ue9	B	A	0.0.0.0	d.86.1.0
3mmp	A	G	0.0.0.0	0.0.0.0
1lqm	A	B	c.18.1.1	d.17.5.1
4kvc	L	H	b.1.1.1:b.1.1.2	0.0.0.0
5ctr	A	C	0.0.0.0	0.0.0.0
5f1k	A	C	c.23.14.3	b.1.1.0
4kax	A	B	c.37.1.8	b.55.1.1
4lgp	A	B	d.165.1.1	b.1.1.1
1s1q	B	A	d.15.1.1	d.20.1.2
2xbb	A	C	d.148.1.0	d.15.1.1
4geh	A	B	0.0.0.0	0.0.0.0
5a16	H	G	b.1.1.0:b.1.1.2	0.0.0.0
1ry7	B	A	b.1.1.4:b.1.1.4	b.42.1.1
4wp5	A	B	0.0.0.0	0.0.0.0
2e31	A	B	0.0.0.0	a.157.1.1:d.42.1.0
5lxy	A	D	d.58.7.0	0.0.0.0
5nqf	A	B	0.0.0.0	0.0.0.0
5n92	A	F	0.0.0.0	g.17.1.6
3egg	C	A	0.0.0.0	d.159.1.3
3v6e	B	A	0.0.0.0	d.3.1.9
5y4r	D	A	b.45.2.1	0.0.0.0
5o33	B	A	0.0.0.0	c.37.1.8
5szi	B	A	0.0.0.0	c.37.1.8
3sqv	A	C	0.0.0.0	0.0.0.0
6app	B	A	0.0.0.0	0.0.0.0
1b0n	B	A	a.34.1.1	a.34.1.1:a.35.1.3
4xdn	B	A	0.0.0.0	0.0.0.0
5hjr	A	B	0.0.0.0	0.0.0.0
3rui	B	A	d.15.1.3	0.0.0.0
5l0s	A	B	0.0.0.0	g.3.11.1
3n06	B	A	b.1.2.1	a.26.1.1
3w3d	B	A	d.151.1.1	c.55.1.0:c.55.1.1
3fzm	B	A	a.7.7.1	c.55.1.0:c.55.1.0
2x0g	B	A	a.39.1.5	d.144.1.7
5b5w	U	A	0.0.0.0	a.29.7.1
4g6t	A	B	0.0.0.0	0.0.0.0
2a5g	B	A	d.166.1.1	c.37.1.8
6axg	A	B	0.0.0.0	0.0.0.0
4hk3	J	N	0.0.0.0	b.1.1.0:b.1.1.2
3mca	B	A	c.55.4.0:d.79.3.0	0.0.0.0
4pel	A	B	0.0.0.0	0.0.0.0
4nqc	D	E	b.1.1.0:b.1.1.2	b.1.1.0:b.1.1.0
4ued	B	A	0.0.0.0	d.86.1.0
3m7q	B	A	g.8.1.1	b.47.1.2
3bk3	C	A	0.0.0.0	g.17.1.2
4mrt	C	A	a.28.1.2	d.150.1.1:d.150.1.1
6epi	B	A	0.0.0.0	0.0.0.0
2b10	C	D	a.93.1.1	a.3.1.1
3w0l	B	A	0.0.0.0	c.55.1.0:c.55.1.0
2aho	B	A	a.60.14.1:b.40.4.5:d.58.51.1	b.43.3.1:b.44.1.1:c.37.1.8
3ojv	A	C	b.42.1.1	b.1.1.0:b.1.1.0
5da7	B	A	0.0.0.0	0.0.0.0
2xg4	B	A	b.2.3.2	b.1.11.1:b.7.2.1
3r4d	A	B	b.1.1.1:b.1.1.4	0.0.0.0
4doq	A	B	0.0.0.0	0.0.0.0
1y64	B	A	a.207.1.1	c.55.1.0:c.55.1.1
2pbi	A	B	0.0.0.0	b.69.4.0
5fbw	A	B	0.0.0.0	0.0.0.0
4wur	B	A	d.15.1.1	d.15.1.0:d.3.1.23
4hnw	A	B	0.0.0.0	0.0.0.0
2c0l	A	B	a.118.8.1	d.106.1.1
3ifq	B	D	a.118.1.1	0.0.0.0
4kt3	A	B	0.0.0.0	0.0.0.0
1ty4	C	A	0.0.0.0	f.1.4.1
5gpy	B	A	0.0.0.0	0.0.0.0
5vxl	B	A	b.1.1.0	a.250.1.1
5fv8	E	A	0.0.0.0	0.0.0.0
5uk5	A	B	0.0.0.0	0.0.0.0
2c1o	B	A	0.0.0.0	b.1.1.0:b.1.1.0
1tye	B	A	b.1.15.1:c.62.1.1:g.16.2.1	b.69.8.1
1ksj	A	B	c.37.1.8	b.1.18.8
1rjc	B	A	d.2.1.2	b.1.1.1
4drf	B	A	0.0.0.0	0.0.0.0
1gzs	A	B	c.37.1.8	a.168.1.1
6au8	A	C	0.0.0.0	0.0.0.0
4wtz	A	J	0.0.0.0	0.0.0.0
3g9a	B	A	b.1.1.1	d.22.1.1
3da7	A	D	0.0.0.0	c.9.1.1
3gcg	B	A	0.0.0.0	c.37.1.8
3ulq	A	B	0.0.0.0	a.4.6.0
1u5i	A	B	a.39.1.8:b.14.1.1:d.3.1.3	a.39.1.8
1i8l	A	C	b.1.1.1:b.1.1.3	b.1.1.1
5l9w	C	A	0.0.0.0	0.0.0.0
1h9h	E	I	b.47.1.2	g.3.2.1
4lng	B	A	0.0.0.0	a.118.6.0
2erh	A	B	0.0.0.0	0.0.0.0
3gj5	A	B	c.37.1.8	g.41.11.1
4bry	B	A	h.1.28.0	h.1.28.1
6ey0	A	E	0.0.0.0	b.1.1.0
5vid	D	G	b.29.1.6:b.42.4.2	0.0.0.0
2pe6	B	A	d.15.1.1	d.20.1.1
2yaj	A	B	0.0.0.0	0.0.0.0
5tzn	F	A	0.0.0.0	d.169.1.0
2v4z	A	B	0.0.0.0	a.91.1.1
1v18	B	A	0.0.0.0	a.118.1.1
5wwl	M	N	0.0.0.0	0.0.0.0
5nbt	A	B	0.0.0.0	0.0.0.0
2wma	D	C	0.0.0.0	d.144.1.7
4ig7	B	A	d.15.1.1	0.0.0.0
4nrh	D	A	0.0.0.0	0.0.0.0
4cj0	B	A	0.0.0.0	0.0.0.0
3l9k	Y	A	0.0.0.0	d.110.7.1
3csn	A	C	0.0.0.0	d.35.1.0
1u8c	B	A	b.1.15.1:c.62.1.1:d.200.1.1:g.16.2.1:g.3.11.6:g.3.11.6	b.1.15.1:b.1.15.1:b.1.15.1:b.69.8.1
2eke	C	A	d.15.1.1	d.20.1.1
4v3d	D	C	d.19.1.1	0.0.0.0
5n47	B	A	0.0.0.0	b.60.1.1
3bp5	A	B	b.1.1.1	0.0.0.0
2bf8	B	A	d.15.1.0	d.20.1.0
4peq	A	B	d.5.1.1	c.10.1.1
1ii4	E	A	b.1.1.4:b.1.1.4	b.42.1.1
3zyj	A	B	0.0.0.0	0.0.0.0
3gni	A	B	a.118.1.15	0.0.0.0
3ogo	H	C	b.1.1.1	d.22.1.1
4c0a	B	G	0.0.0.0	0.0.0.0
4kdt	A	D	0.0.0.0	b.1.1.2
4j2y	B	A	b.47.1.2	b.42.4.0
3qbr	B	A	0.0.0.0	0.0.0.0
1zhh	A	B	c.93.1.1	d.110.6.3
4l0k	C	A	0.0.0.0	0.0.0.0
2j04	A	B	0.0.0.0	0.0.0.0
3mtn	A	B	d.3.1.0	d.15.1.1
3om3	B	A	b.6.1.2:f.17.2.1	f.24.1.1
5u9m	B	A	b.1.8.1:d.58.17.0	b.1.8.1
3olm	A	D	0.0.0.0	d.15.1.1
1mq8	A	B	b.1.1.3:b.1.1.4	c.62.1.1
4g59	C	A	0.0.0.0	d.19.1.0
4hcn	B	A	d.15.1.0	0.0.0.0
1zli	A	B	c.56.5.1	g.9.1.3:g.9.1.3
2wpt	B	A	d.4.1.1	a.28.2.1
2pk9	B	A	0.0.0.0	d.144.1.0
1y8q	B	A	0.0.0.0	0.0.0.0
5w59	A	B	b.42.1.1	b.1.1.0:b.1.1.0
2j59	A	M	c.37.1.8	b.55.1.1
5nro	B	A	0.0.0.0	0.0.0.0
5j4s	B	A	0.0.0.0	0.0.0.0
5d1k	A	B	d.20.1.1	0.0.0.0
5hvf	B	A	b.1.1.1	0.0.0.0
5o02	A	C	0.0.0.0	b.1.1.1
4ttt	L	S	e.18.1.0	e.19.1.0
4qhm	B	A	0.0.0.0	0.0.0.0
1usv	A	B	d.14.1.8	d.83.2.1
3amj	C	D	0.0.0.0	0.0.0.0
5dqs	D	A	0.0.0.0	0.0.0.0
3oc3	A	C	0.0.0.0	d.129.1.0:d.129.1.0
4n0g	A	C	0.0.0.0	0.0.0.0
1zhi	A	B	b.34.12.1	d.339.1.1
3k74	A	B	c.71.1.1	b.1.1.1
4r62	B	A	d.15.1.1	d.20.1.1
3pnr	A	B	d.3.1.1	0.0.0.0
1p69	A	B	b.21.1.1	b.1.1.1
1hlu	P	A	d.110.1.1	c.55.1.1:c.55.1.1
4wvo	A	B	0.0.0.0	0.0.0.0
5wyl	A	B	0.0.0.0	0.0.0.0
4isn	A	B	b.47.1.2	g.8.1.0
4b8l	D	A	0.0.0.0	d.144.1.7
1pqz	A	B	b.1.1.2:d.19.1.1	b.1.1.2
2qwn	B	A	a.2.3.1	c.55.1.1:c.55.1.1
2wg3	C	A	0.0.0.0	d.65.1.2
3vmf	B	A	0.0.0.0	b.43.3.0:b.44.1.0:c.37.1.0
5vae	B	A	0.0.0.0	0.0.0.0
3cjb	G	A	d.109.1.1	0.0.0.0
3uvj	A	B	0.0.0.0	d.58.29.0
4drj	B	A	a.24.7.1	d.26.1.1
6bly	A	B	0.0.0.0	0.0.0.0
4xga	B	A	d.391.1.0:d.391.1.0	0.0.0.0
5mv9	B	A	0.0.0.0	0.0.0.0
3wnx	A	B	b.29.1.13	0.0.0.0
3qb7	A	D	0.0.0.0	0.0.0.0
3n3k	B	A	d.15.1.1	d.3.1.9
3l51	B	A	d.215.1.0	0.0.0.0
4i0x	A	B	0.0.0.0	0.0.0.0
1xb2	B	A	a.5.2.2:d.43.1.1:d.43.1.1	b.43.3.1:b.44.1.1:c.37.1.8
5lrw	B	A	d.15.1.1	0.0.0.0
4ci1	A	B	0.0.0.0	0.0.0.0
2f6m	B	A	a.2.17.2	a.2.17.1
5j5c	A	B	0.0.0.0	0.0.0.0
5t3r	D	A	0.0.0.0	0.0.0.0
3qlu	C	A	c.93.1.0	0.0.0.0
4g1e	B	A	0.0.0.0	0.0.0.0
3c85	C	A	0.0.0.0	0.0.0.0
4d8d	A	B	b.34.2.1	d.102.1.1
4qxa	A	B	c.37.1.8	0.0.0.0
1yd8	H	U	a.7.8.1	d.15.1.1
4fqq	B	A	0.0.0.0	b.1.1.1:b.1.1.2
1tbg	F	B	a.137.3.1	b.69.4.1
3hw2	B	A	0.0.0.0	0.0.0.0
5bwd	C	A	0.0.0.0	0.0.0.0
1wyw	A	B	c.18.1.2	d.15.1.1
1tfo	A	B	d.243.1.1	a.24.20.1
4co6	A	D	0.0.0.0	0.0.0.0
1aro	P	L	e.8.1.3	d.118.1.1
5n5p	A	B	0.0.0.0	0.0.0.0
4wvm	A	B	0.0.0.0	0.0.0.0
5l2w	B	A	a.74.1.1:a.74.1.1	d.144.1.7
4per	A	B	c.10.1.0	d.5.1.0
3oss	C	D	0.0.0.0	0.0.0.0
4u32	A	X	b.47.1.2	g.8.1.0
5wc5	B	R	0.0.0.0	a.39.1.5
5e0q	A	B	b.1.1.1	0.0.0.0
2g38	A	B	a.25.4.1	a.25.4.2
4jw3	C	A	0.0.0.0	0.0.0.0
5v4m	F	D	0.0.0.0	b.1.1.0:d.19.1.0
5ayr	B	A	0.0.0.0	c.18.1.1
4q4j	A	B	0.0.0.0	0.0.0.0
1rgi	A	G	c.55.1.1:c.55.1.1	d.109.1.1:d.109.1.1:d.109.1.1
5c6p	A	B	0.0.0.0	b.1.2.0
4n6n	A	B	0.0.0.0	d.17.1.0
1jto	L	A	d.2.1.2	b.1.1.1
2vdb	B	A	a.8.1.2	a.126.1.0:a.126.1.0:a.126.1.0
5kbx	A	B	a.24.10.2	c.23.1.0
4dwh	B	A	0.0.0.0	b.1.11.1:b.7.2.1
